smiles,logp,mw,tpsa,hbd,hba,rotbonds,qed,sas
C=C1C(=O)OC2C1CCC(C)C1(O)C(OC)CC(=O)C21C,1.2393,294.347,72.83,1,5,1,0.581659687,4.746261786
C=C1CC(OC)C2C(=C)C(=O)OC2C2C(C)C(=O)CC12,1.9004,276.332,52.6,0,4,1,0.416837326,4.743966928
C=C1C(=O)O[C@H]2[C@H]1CCC(=C)[C@]1(O)C[C@H](C)[C@H]21,1.8213,234.295,46.53,1,3,0,0.394904505,4.742747243
C=C1C(=O)OC2C1CCC(C)=C1C(N)CC(C)(O)C12,1.2927,263.337,72.55,2,4,0,0.39230052,4.740369679
C=C1C(=O)OC2C1CCC(C)=C1CC(O)C(C)(F)C12,2.3035,266.312,46.53,1,3,0,0.415575455,4.736853842
C=C1C(=O)OC2C1CC(O)C(C)=C1CCC(C)(O)C12,1.3263,264.321,66.76,2,4,0,0.393326278,4.73633529
C=C1C(=O)OC2C1CCC(CF)=C1CCC(C)(O)C12,2.3051,266.312,46.53,1,3,1,0.44985605,4.731970429
C=C1C(=O)OC2C1CCC1(CO)CC(C)(O)C21,0.6276,238.283,66.76,2,4,1,0.519124921,4.731489718
C#CCOC1(C)CCC2=C(C)CCC3C(=C)C(=O)OC3C21,3.013,286.371,35.53,0,3,2,0.338675326,4.728738958
C=C1[C@@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC[C@](C)(O)[C@H]2C1=O,1.0003,248.278,63.6,1,4,0,0.512886838,4.727972927
CC(=O)OC1CC(=O)OC(C)(C(=O)OC2C(=C)C3CC(C)CCC32)C1,2.5478,350.411,78.9,0,6,3,0.442094753,4.727078839
C=C1C(=O)OC2C1CCC(C)=CCCC1(C)OC21,2.762,248.322,38.83,0,3,0,0.286237114,4.722888041
C=C1C(=O)OC2C1C(O)CC(C)C1=CC=C(C)C12,1.9874,246.306,46.53,1,3,0,0.524959211,4.718943845
C=C1C(=O)OC2C1CCC(=C)C1CC(OC(=O)C(C)=O)C(=C)C12,2.1273,316.353,69.67,0,5,2,0.337719314,4.718732819
C=C1CCC2C(C3C1CCC3(C)O)C2(C)CCC=C(C)CO,4.0847,304.474,40.46,2,2,4,0.768188617,4.718547566
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC[C@H]3[C@](C)(O)C12,1.4312,220.268,46.53,1,3,0,0.381449133,4.714838758
C=C1C(=O)OC2C1CC=C(C)C1=CCC(C)(O)C12,2.1315,246.306,46.53,1,3,0,0.525881323,4.712253014
C[C@@H]1CCCC2=CC[C@@H]3[C@@H](C3)CC[C@@H]2[C@@H]1C[C@@H]1CC[C@@H](C)[C@@H]1C,6.8575,314.557,0,0,0,2,0.488426497,4.709508422
C=C1C(=O)OC2C1CCC(C)C1(O)C(=C)C21,1.4312,220.268,46.53,1,3,0,0.381449133,4.708636969
CC(C)C12CCC3(C)OC3C1O2,1.7313,168.236,25.06,0,2,1,0.556979916,4.705891637
C=C1C(=O)OC2C1CCC(C)C1(O)C(OCCC)CC(=O)C21C,2.0195,322.401,72.83,1,5,3,0.635549666,4.70128222
C=C1C(=O)OC2C1CCC(C)=C1C(OC)CC(=C)C12,2.7856,260.333,35.53,0,3,1,0.412980197,4.700313328
C=C1C(=O)OC2C1CC(=O)C(C)C1CCC(C)C12O,1.4703,264.321,63.6,1,4,0,0.531364324,4.692852565
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)C(Cl)CCCC)C12,4.704,380.912,52.6,0,4,5,0.299912798,4.692200343
C=C1C(=O)OC2C1CCC(C)C1(O)C(=O)C(C)C21,1.0802,250.294,63.6,1,4,0,0.515933371,4.691010789
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)C(Br)CCCC)C12,4.8601,425.363,52.6,0,4,5,0.273290779,4.690078566
C=C1C(=O)O[C@@H]2C3=C(C)C(=O)C[C@H]3[C@](C)(O)[C@H](O)CC[C@@H]12,0.8954,292.331,83.83,2,5,0,0.511653738,4.688507989
C=C1CCC2C(C3C1=COC(=O)C3C)C2(C)C,3.3016,232.323,26.3,0,2,0,0.598926053,4.684489932
C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(O)CC(=O)[C@@]21C,1.2243,250.294,63.6,1,4,0,0.518477951,4.684409465
CC1=C2C(CC1)C1CCC3(CC3)C21,3.5329,174.287,0,0,0,0,0.492736687,4.683409254
C=C1C(=O)OC2CC(C)CCC3OC3(C)CCC12,2.8419,250.338,38.83,0,3,0,0.376814834,4.67600669
C=C1C(=O)OC2C1CC(=O)C(C)C1CC(=O)C(=C)C12,1.4545,260.289,60.44,0,4,0,0.488392908,4.673365154
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)CF)C12,2.8759,308.349,52.6,0,4,2,0.447031648,4.672495671
C=C1C(=O)OC2C=C(C)CCC3OC3(C)CCC12,2.762,248.322,38.83,0,3,0,0.286237114,4.672155734
C=C1C(=O)O[C@@H]2/C=C(\C)CC[C@H]3O[C@]3(C)CC[C@@H]12,2.762,248.322,38.83,0,3,0,0.286237114,4.672155734
C=C1C(=O)OC2C1CCC(C)(O)C1(O)CC=C(C)C21,1.3263,264.321,66.76,2,4,0,0.393326278,4.671956105
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1[C@H](O)C[C@@](C)(O)[C@H]12,1.3263,264.321,66.76,2,4,0,0.393326278,4.656624883
C=C1C(=O)OC2C1CCC(C)=C1C(O)CC(C)(O)C12,1.3263,264.321,66.76,2,4,0,0.393326278,4.656624883
C=C1C(=O)OC2C1CCC(C)(O)C1(O)CCC(C)C12,1.4062,266.337,66.76,2,4,0,0.513658511,4.655818175
C=C1C(=O)OC2C1CCC(C)=C1C(OC)CC(C)(O)C12,1.9804,278.348,55.76,1,4,1,0.452540201,4.653386757
C=C1C(=O)O[C@@H]2C3=C(C)C3CC(=O)C=CC12,1.5595,216.236,43.37,0,3,0,0.350409545,4.64800182
C=C(C)C(=O)OC1CC(=C)C2CCC(=C)C2C2OC(=O)C(=C)C12,3.1144,314.381,52.6,0,4,2,0.446317821,4.646580958
C=C1C(=O)OC2C1C(OC(C)=O)CCC1C(C)C(=O)CC12O,0.7659,308.33,89.9,1,6,1,0.568162993,4.639130291
CC(C)=CCC[C@@H](C)[C@H]1C[C@@H]2[C@H]([C@H]3C(C)(C)CC[C@@H]23)C1(C)C,6.7134,302.546,0,0,0,4,0.505950126,4.629297175
C=C1C(=O)OC2C1CCC(=C)C1CCC(C)C12O,2.2114,248.322,46.53,1,3,0,0.405985935,4.624679795
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)CBr)C12,3.3013,369.255,52.6,0,4,2,0.324435355,4.619718748
C=C1C(=O)OC2C1CCC(C)(O)C1CC(=O)C(C)C21,1.4703,264.321,63.6,1,4,0,0.531364324,4.613055279
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)C(Cl)CCCCCC)C12,5.4842,408.966,52.6,0,4,7,0.183744157,4.612899086
CCCCCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(=O)OC2C2C(C)CC(=C)CCC12,7.6844,518.779,72.83,1,5,16,0.128802596,4.61031385
C=C1C(=O)OC2C1CCC(C)C1CC(O)C(=O)C12C,1.4703,264.321,63.6,1,4,0,0.531364324,4.609509578
C=C1C(=O)O[C@H]2[C@H]1CC[C@@](C)(OC)C1CC(=O)[C@@]21C,1.8784,264.321,52.6,0,4,1,0.535769902,4.604411308
C=C1C(=O)OC2C1CCC(C)(O)C1CC(=O)C(=C)C21,1.3904,262.305,63.6,1,4,0,0.529077154,4.603214023
C=C1C(=O)OC2C1CCC(CO)=C1CCC(C)(O)C12,1.3279,264.321,66.76,2,4,1,0.42578572,4.600719541
C=C1C(=O)OC2C1CCC(C)CCCC1(C)OC21,2.8419,250.338,38.83,0,3,0,0.376814834,4.600115921
C=C1C(OC(C)=O)CC2(C(C)C)C(=C)C12,2.7064,206.285,26.3,0,2,2,0.512664838,4.597831568
C=C1C(=O)O[C@@H]2[C@@H]3O[C@@]3(C)CCC(=C)C[C@H]12,1.9818,220.268,38.83,0,3,0,0.271049341,4.597017782
C=C1CCC2OC2(C)CCC2C1CC2(C)C,3.9364,220.356,12.53,0,1,0,0.444835425,4.590410014
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)CCl)C12,3.1452,324.804,52.6,0,4,2,0.338751471,4.582899517
C=C1C(=O)OC2C1CCC(CO)C1CCC(C)(O)C12,1.2637,266.337,66.76,2,4,1,0.55375846,4.582819602
C=C1C(=O)OC2C1CCC(=C)C1CC(=O)C(CN(C)C)C12,1.8172,289.375,46.61,0,4,2,0.441813627,4.581146161
CC1=C2C3OC(=O)CC3CCC(C)(O)C2CC1O,1.1602,252.31,66.76,2,4,0,0.501311132,4.577696121
C=C1C(=O)OC2C1C(OC(C)=O)CC(C)C1C(=O)C=C(C)C21,1.8171,304.342,69.67,0,5,1,0.545715522,4.577054933
CC1C(=O)C2C(C)C(=O)C12C,1.0465,152.193,34.14,0,2,0,0.519537117,4.574076386
CC(C)C1CCC2C1C1(O)CCC(C)(O)C1C2,2.5806,238.371,40.46,2,2,1,0.736891119,4.572721059
C=C1C(=O)O[C@H]2[C@H]1CC(=O)[C@H](C)[C@@H]1CCC(=C)[C@@H]12,2.2755,246.306,43.37,0,3,0,0.373953776,4.572022024
C=C1C(=O)OC2C1CCC(=C)C1CC(OC(C)=O)C(=C)C12,2.5582,288.343,52.6,0,4,1,0.422570909,4.571623894
C=C1C(=O)OC2CC3(C)CCC(O)C(=C)C3CC12,2.2114,248.322,46.53,1,3,0,0.405985935,4.570371788
C=C1C(=O)OC2C1CCC(C)(OC)C1CCC(C)(O)C21,2.0603,280.364,55.76,1,4,1,0.589860652,4.569684876
C=C1C(=O)OC2C1C(OC(C)=O)CC(C)C1C=C(C)C21,2.248,276.332,52.6,0,4,1,0.418573289,4.554943851
C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)[C@@]2(C)CC/C,4.166,248.41,20.23,1,1,2,0.727311219,4.538861692
C=C1C(=O)O[C@H]2[C@H]3C(C)=CC=C[C@H](C)[C@H]3CC[C@@H]12,3.2626,244.334,26.3,0,2,0,0.48270247,4.534460234
C=C1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@H](C)O[C@@H]3C[C@H]12,2.8419,250.338,35.53,0,3,0,0.489661165,4.532247619
CC1CCC2C1C1C(C)CCC(C)(O)C12,3.0756,208.345,20.23,1,1,0,0.648398304,4.530353401
C=C1C(=O)OC2C1CCC(COC)=C1CCC(C)(O)C12,1.982,278.348,55.76,1,4,2,0.476580324,4.527647969
C=C1C(=O)OC2C1CC(=O)C(C)=C1CCC(C)(O)C12,1.5345,262.305,63.6,1,4,0,0.530997427,4.522954017
CC1(C)CC2C=C(C=O)C3(C)CCC3(C)C2C1,3.9841,232.367,17.07,0,1,1,0.62484131,4.52046719
C=C1C(=O)OC2C3=C(C)C(=O)CC3C(C)(O)CCC12,1.5345,262.305,63.6,1,4,0,0.530997427,4.519131393
C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12,3.2406,232.323,26.3,0,2,0,0.363920134,4.518825377
C=C1CCC2[C@H](C)CC(=C)[C@@H](OCCO)[C@H]21,2.5423,222.328,29.46,1,2,3,0.743568354,4.518550999
C=C1C(=O)OC2C1CCC(C)(OC)C1CC=C(C)C21,2.8655,262.349,35.53,0,3,1,0.413938626,4.516724639
CC1CCC2C(C)CCC(C)C1C2,4.1048,180.335,0,0,0,0,0.526156719,4.51610168
C=C1C(=O)OC2C1C(OC(C)=O)CC(C)[C@@H]1CC(=O)C21C,1.651,292.331,69.67,0,5,1,0.542713466,4.513807115
C=C1C(=O)OC2C1CCC(=C)C1CCC(C)(O)C12,2.2114,248.322,46.53,1,3,0,0.405985935,4.50794824
C=C1C(=O)OC2C1CCC(C)(O)C1CCC(C)(O)C12,1.4062,266.337,66.76,2,4,0,0.513658511,4.499462519
CC(C)=CCCC(C)C12CCC(C)(O)C1C2,3.92,222.372,20.23,1,1,4,0.714773085,4.496288696
C=CC1=C(C)C(=O)C=C2C(C)(CCC(=O)OC)C(C)(O)CCC12,3.1185,318.413,63.6,1,4,4,0.808994921,4.491828134
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC[C@@H]3[C@](C)(O)CC[C@@H]12,2.2114,248.322,46.53,1,3,0,0.405985935,4.487438978
C=C1C(=O)OC2C=C(C)CCC=C(C(F)(F)F)CCC12,4.0932,286.293,26.3,0,2,0,0.38064902,4.476414963
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(O)C12,2.3555,248.322,46.53,1,3,0,0.406476849,4.47116887
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)C(C)C)C12,3.5624,318.413,52.6,0,4,2,0.443640548,4.462933228
CC(C)C12CC(O)C(C)(O)C1C2,1.1643,170.252,40.46,2,2,1,0.61977119,4.45329854
C=C1C(OC(C)=O)CC2(C(C)C)CC12,2.5403,194.274,26.3,0,2,2,0.498531995,4.426387767
CC1=CC(=O)C2C(C)CCC3C(C)C(=O)OC3C12,2.3554,248.322,43.37,0,3,0,0.618014371,4.422698112
C=C1CCC(C(C)C)C(O)C2CCC(=C)C2C1,3.942,234.383,20.23,1,1,1,0.681279674,4.421416019
C=C1C(=O)OC2C3=C(C)CC(O)C3=C(C)CCC12,2.2756,246.306,46.53,1,3,0,0.52661661,4.421184519
C=C1C(=O)OC2C1CC=C(C)C1=CC(=O)C=C(C)C12,2.5058,256.301,43.37,0,3,0,0.493817993,4.420929346
C=C1C(=O)OC2C1CCC(C)=C1C(=O)CC(C)(O)C12,1.5345,262.305,63.6,1,4,0,0.530997427,4.41104723
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1CC[C@@](C)(OC(=O)CCC)C12,3.7065,318.413,52.6,0,4,3,0.45210736,4.403181757
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC3=C(C)CC[C@H]12,2.7706,216.28,26.3,0,2,0,0.459493032,4.391596226
C=C1C(=O)O[C@@H]2[C@H]3C(C)=CC3=C(C)CC[C@@H]12,2.7706,216.28,26.3,0,2,0,0.459493032,4.391596226
CC1=C2C(CC1)C(C)CCC1C2CCC2(C)CCC2C1,5.9754,272.476,0,0,0,0,0.47610922,4.382160045
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)CCC(C)C)C12,4.3426,346.467,52.6,0,4,4,0.43149871,4.38071717
C=C1CCC2C(CC2(C)C)C(=O)CCC1O,2.7089,222.328,37.3,1,2,0,0.639806268,4.375490962
C=C1C(=O)OC2C1CCC(C)C1CCC(OC(C)=O)C12C,2.8621,292.375,52.6,0,4,1,0.550645663,4.369393943
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)C3CCCC3)C12,4.0966,344.451,52.6,0,4,2,0.429900964,4.355280913
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)CCCC(C)C)C12,4.7327,360.494,52.6,0,4,5,0.403858631,4.348839745
CC(O)c1cn(C[C@@H]2CC[C@]3(C)O[C@@H]32)nn1,0.8989,223.276,63.47,1,5,3,0.77318074,4.346153097
CC1=C2[C@H]3[C@@H](CC[C@]2(C)CCC1)C3C(C)C,4.8051,218.384,0,0,0,1,0.554274954,4.341405195
CCCCN(C)C[C@@H]1C(=O)O[C@@H]2[C@H]1CC[C@H]1CC(C)(O)C21,2.057,295.423,49.77,1,4,5,0.788826703,4.33945019
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1CC[C@@](C)(OC(=O)CCCC)C12,4.0966,332.44,52.6,0,4,4,0.441785276,4.336088474
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)CCCC)C12,4.0966,332.44,52.6,0,4,4,0.441785276,4.336088474
C=C1C(=O)OC2C1CCC1(C)CCC=C(C)C21,3.2406,232.323,26.3,0,2,0,0.363920134,4.335045671
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1C[C@@H](O)[C@@](C)(OC(=O)c3ccc(F)cc3)[C@@H]12,3.3301,386.419,72.83,1,5,2,0.479532421,4.330218167
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)C3CCCCC3)C12,4.4867,358.478,52.6,0,4,2,0.414618789,4.31828174
C=C1C(=O)OC2C1CCC(C)=C1CC=C(C)C12,3.1607,230.307,26.3,0,2,0,0.362810039,4.314580743
CC1CCC2C(C3=C1CCC3C)C2(C)C,4.415,204.357,0,0,0,0,0.512513046,4.30580866
C=C1C(=O)OC2C3=C(C)C(=O)C=CC3(C)CCC12,2.3397,244.29,43.37,0,3,0,0.484991365,4.289982321
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)C3CCCCCC3)C12,4.8768,372.505,52.6,0,4,2,0.30006588,4.286815603
C=C1CCC(C(C)C)C(O)C2C1CCC2(C)O,2.7467,238.371,40.46,2,2,1,0.689609627,4.282719082
CC(C)=CCCC(Cl)C(=O)OC(C)(C)C1CC=C(C)C(C)=CC1=O,5.1436,352.902,43.37,0,3,6,0.377211588,4.278536959
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=C1CC[C@@](C)(OC(=O)C3CCCCCCC3)[C@@H]12,5.2669,386.532,52.6,0,4,2,0.368617553,4.26027312
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)CCCCCC)C12,4.8768,360.494,52.6,0,4,6,0.29320741,4.251520649
CC1CCC=C2CCC3C(C3(C)C)C21C,4.415,204.357,0,0,0,0,0.512513046,4.249697965
C=C1CCC2C(C)CCC3C(C12)C3(C)C,4.2709,204.357,0,0,0,0,0.516860747,4.232924906
C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)CC[C@H]12,3.5508,232.323,26.3,0,2,0,0.362512026,4.229606284
C=C1CCC2C(C3C(C)CCC13)C2(C)C,4.2709,204.357,0,0,0,0,0.516860747,4.223063743
CC1CCC2C1C1C(CCC2(C)O)C1(C)C,3.4657,222.372,20.23,1,1,0,0.665196072,4.217665618
CC1CCCC2=CCC3C(C3(C)C)C21C,4.415,204.357,0,0,0,0,0.512513046,4.216703594
CCN(C)C=C1CCC2C1C2(C)C,2.888,179.307,3.24,0,1,2,0.629770464,4.212013355
CC1C(=O)CC2(C(C)C)CC12,2.2576,152.237,17.07,0,1,1,0.56294981,4.207826637
CC12CCC3C(C1O2)C3(C)C,2.2099,152.237,12.53,0,1,0,0.48473886,4.173109573
CC1=C2CCC(C)C2C2C(CC1)C2(C)C,4.415,204.357,0,0,0,0,0.512513046,4.148168509
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)c3ccc(F)cc3)C12,4.3593,370.42,52.6,0,4,2,0.440949185,4.125267814
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)c3ccc(Cl)cc3)C12,4.8736,386.875,52.6,0,4,2,0.412932874,4.120501045
CC1=CCCC2(C)CCC3C(C)(C)C3CCC12,5.1952,232.411,0,0,0,0,0.503823857,4.10078937
CC1=CC(=O)C2C(C)C(=O)OCC21,0.9407,180.203,43.37,0,3,0,0.520944256,4.097618639
C=C1C(=O)OC2C1CCC(C)=C1CCC(C)(OC(=O)c3ccccc3)C12,4.2202,352.43,52.6,0,4,2,0.454224639,4.090374048
CC(=O)OC1CC(=O)OC(C)(C)C2CC(=O)C12C,1.2389,254.282,69.67,0,5,1,0.658331919,4.045258556
CC1=C2C(CC1)C(C)CCC1C2C1(C)C,4.415,204.357,0,0,0,0,0.512513046,4.035987646
CC1=C2C3C(CCC2(C)CCC1)C3(C)C,4.5591,204.357,0,0,0,0,0.507410106,4.020236446
CC1=CC(=O)C2C(C)CCC12,2.1777,150.221,17.07,0,1,0,0.516955953,3.857828017
C=C1C(=O)OC2C1CCC(CC1)[C@@H]2CC1,2.6844,206.285,26.3,0,2,0,0.449704873,3.855164574
CC1CCC(CCC(C)C)C2CCC(C)C2C1,5.5211,236.443,0,0,0,3,0.604898369,3.783910375
CC1=CCC[C@@]2(C)CC[C@@H]12,3.1428,136.238,0,0,0,0,0.448679153,3.768363631
CC12CCC1C1CCC3CCCCC3(C)C1CC2,5.4192,246.438,0,0,0,0,0.535191394,3.759099399
OCC1OC(c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)C(O)C(O)C1O,2.0035,464.942,108.61,4,7,9,0.420198653,3.669508089
C=C1CCC(C)CCC2(C)CCC12,4.169,178.319,0,0,0,0,0.488337258,3.637565123
CC=C(C)C(=O)OC(C)=O,1.0423,142.154,43.37,0,3,1,0.311913183,2.854831828
